Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
400,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2009-03-11,2009-05-30,2009-D070,2009-D150,11385,11465,81,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,17,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
401,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2009-05-31,2009-08-01,2009-D151,2009-D213,11466,11528,63,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,17,206,206,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
402,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2009-08-02,2009-08-02,2009-D214,2009-D214,11529,11529,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,grey_thick,grey_thick,grey,horizontal,17; 18,206,206,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
403,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2009-08-03,2015-03-05,2009-D215,2015-D064,11530,13569,2040,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,18,206,206,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
404,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2015-03-06,2015-04-26,2015-D065,2015-D116,13570,13621,52,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,18,205; 206,206,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
405,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2015-04-27,2019-09-08,2015-D117,2019-D251,13622,15216,1595,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,18,206,206,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
406,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,18,206,206,True,True,False,,cap_at_data_service_stop; era_interim_period_cap,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; NOAA POES data from NOAA-15 and NOAA-19 were no longer made available after 2025-06-16 18:00 UTC.,https://www.ospo.noaa.gov/data/messages/2025/04/MSG_20250425_1900.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
407,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2019-10-01,2025-06-16,2019-D274,2025-D167,15239,17322,2084,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,18,206,,True,True,False,,cap_at_data_service_stop,NOAA POES data from NOAA-15 and NOAA-19 were no longer made available after 2025-06-16 18:00 UTC.,https://www.ospo.noaa.gov/data/messages/2025/04/MSG_20250425_1900.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
408,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2025-06-17,2025-07-26,2025-D168,2025-D207,17323,17362,40,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,18,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
409,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2025-07-27,2025-07-27,2025-D208,2025-D208,17363,17363,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,18; 19,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
410,AMSUA (NOAA 19),AMSUA,NOAA 19,Microwave sounders,AMSUA|NOAA 19,2025-07-28,2025-12-31,2025-D209,2025-D365,17364,17520,157,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,19,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsua NOAA 19,NOAA 19 AMSUA Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
411,AMSUB (NOAA 15),AMSUB,NOAA 15,Microwave sounders,AMSUB|NOAA 15,1998-09-24,2006-02-17,1998-D267,2006-D048,7567,10268,2702,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,29,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 15,,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
412,AMSUB (NOAA 15),AMSUB,NOAA 15,Microwave sounders,AMSUB|NOAA 15,2006-03-25,2011-04-06,2006-D084,2011-D096,10304,12141,1838,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,30,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 15,,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
413,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2000-09-14,2000-10-25,2000-D257,2000-D298,8287,8328,42,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,31,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
414,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2000-10-26,2000-12-27,2000-D299,2000-D361,8329,8391,63,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thin,,red_thick,red,horizontal,31,,184,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
415,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2000-12-28,2000-12-28,2000-D362,2000-D362,8392,8392,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick; red_thick,grey; red,horizontal,31,186,184; 186,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
416,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2000-12-29,2000-12-31,2000-D363,2000-D365,8393,8395,3,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,31,186,186,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
417,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2001-01-01,2006-12-06,2001-D001,2006-D340,8396,10560,2165,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,32,186,186,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
418,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2006-12-07,2006-12-19,2006-D341,2006-D353,10561,10573,13,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,32,186,185; 186,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
419,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2006-12-20,2007-10-09,2006-D354,2007-D282,10574,10867,294,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,32,,185,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
420,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2007-10-10,2009-05-21,2007-D283,2009-D141,10868,11456,589,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,32,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
421,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2009-05-22,2009-05-22,2009-D142,2009-D142,11457,11457,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,32; 33,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
422,AMSUB (NOAA 16),AMSUB,NOAA 16,Microwave sounders,AMSUB|NOAA 16,2009-05-23,2014-07-09,2009-D143,2014-D190,11458,13330,1873,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,33,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 16,NOAA 16 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
423,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2002-07-31,2002-09-01,2002-D212,2002-D244,8972,9004,33,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,34,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
424,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2002-09-02,2002-10-22,2002-D245,2002-D295,9005,9055,51,"ERA-Interim, NNJA","ERA-Interim, NNJA","ERA-Interim; NNJA; ERA-Interim, NNJA",True,False,True,blue_thick,,red_thick,red,horizontal,34,,182,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
425,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2002-10-23,2002-10-23,2002-D296,2002-D296,9056,9056,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick; red_thick,grey; red,horizontal,34,183,182; 183,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
426,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2002-10-24,2009-12-21,2002-D297,2009-D355,9057,11670,2614,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,34,183,183,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
427,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2009-12-22,2010-01-28,2009-D356,2010-D028,11671,11708,38,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,34,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
428,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2010-01-29,2010-01-29,2010-D029,2010-D029,11709,11709,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick; blue_thick,,,,horizontal,34; 35,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
429,AMSUB (NOAA 17),AMSUB,NOAA 17,Microwave sounders,AMSUB|NOAA 17,2010-01-30,2013-05-02,2010-D030,2013-D122,11710,12897,1188,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,35,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsub NOAA 17,NOAA 17 AMSUB Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
430,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2018-04-08,2018-05-10,2018-D098,2018-D130,14698,14730,33,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,39,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
431,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2018-05-11,2019-09-08,2018-D131,2019-D251,14731,15216,486,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,39,159,159,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
432,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thin,grey_thick,grey_thick,grey,horizontal,39,159,159,True,True,False,,era_interim_period_cap; extend_confirmed_operational,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; NOAA-20 / JPSS-1 remains operational with ATMS active; WMO EOL is >=2032.,https://space.oscar.wmo.int/satellites/view/noaa_20; https://www.ospo.noaa.gov/operations/jpss/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
433,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2019-10-01,2020-09-25,2019-D274,2020-D268,15239,15598,360,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thin,grey_thick,,grey,horizontal,39,159,,True,True,False,,extend_confirmed_operational,NOAA-20 / JPSS-1 remains operational with ATMS active; WMO EOL is >=2032.,https://space.oscar.wmo.int/satellites/view/noaa_20; https://www.ospo.noaa.gov/operations/jpss/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
434,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2020-09-26,2020-09-26,2020-D269,2020-D269,15599,15599,1,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,39; 40,159,,True,True,False,,extend_confirmed_operational,NOAA-20 / JPSS-1 remains operational with ATMS active; WMO EOL is >=2032.,https://space.oscar.wmo.int/satellites/view/noaa_20; https://www.ospo.noaa.gov/operations/jpss/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
435,ATMS (NOAA 20),ATMS,NOAA 20,Microwave sounders,ATMS|NOAA 20,2020-09-27,2025-12-31,2020-D270,2025-D365,15600,17520,1921,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,40,159,,True,True,False,,extend_confirmed_operational,NOAA-20 / JPSS-1 remains operational with ATMS active; WMO EOL is >=2032.,https://space.oscar.wmo.int/satellites/view/noaa_20; https://www.ospo.noaa.gov/operations/jpss/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,atms NOAA 20,NOAA 20 ATMS Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
